[SYS] 2025/11/17 - 10:13:15 | 未找到 .env 文件，使用默认环境变量，如果需要，请创建 .env 文件并设置相关变量 
[SYS] 2025/11/17 - 14:53:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:53:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 14:53:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 14:53:16 | syncing options from database 
[SYS] 2025/11/17 - 14:53:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:53:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:53:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:53:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:53:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:53:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:54:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:54:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:54:16 | syncing options from database 
[SYS] 2025/11/17 - 14:54:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:54:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:54:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:54:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:54:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:54:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:55:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:55:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:55:16 | syncing options from database 
[SYS] 2025/11/17 - 14:55:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:55:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:55:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:55:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:55:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:55:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:56:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:56:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:56:16 | syncing options from database 
[SYS] 2025/11/17 - 14:56:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:56:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:56:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:56:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:56:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:56:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:57:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:57:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:57:16 | syncing options from database 
[SYS] 2025/11/17 - 14:57:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:57:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:57:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:57:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:57:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:57:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:58:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:58:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:58:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 14:58:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 14:58:16 | syncing options from database 
[SYS] 2025/11/17 - 14:58:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:58:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:58:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:58:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:58:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:58:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:59:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:59:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:59:16 | syncing options from database 
[SYS] 2025/11/17 - 14:59:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:59:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:59:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:59:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 14:59:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 14:59:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:00:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:00:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:00:16 | syncing options from database 
[SYS] 2025/11/17 - 15:00:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:00:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:00:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:00:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:00:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:00:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:01:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:01:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:01:16 | syncing options from database 
[SYS] 2025/11/17 - 15:01:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:01:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:01:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:01:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:01:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:01:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:02:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:02:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:02:16 | syncing options from database 
[SYS] 2025/11/17 - 15:02:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:02:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:02:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:02:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:02:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:02:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:03:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:03:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:03:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:03:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:03:16 | syncing options from database 
[SYS] 2025/11/17 - 15:03:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:03:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:03:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:03:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:03:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:03:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:04:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:04:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:04:16 | syncing options from database 
[SYS] 2025/11/17 - 15:04:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:04:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:04:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:04:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:04:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:04:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:05:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:05:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:05:16 | syncing options from database 
[SYS] 2025/11/17 - 15:05:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:05:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:05:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:05:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:05:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:05:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:06:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:06:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:06:16 | syncing options from database 
[SYS] 2025/11/17 - 15:06:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:06:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:06:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:06:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:06:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:06:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:07:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:07:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:07:16 | syncing options from database 
[SYS] 2025/11/17 - 15:07:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:07:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:07:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:07:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:07:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:07:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:08:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:08:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:08:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:08:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:08:16 | syncing options from database 
[SYS] 2025/11/17 - 15:08:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:08:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:08:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:08:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:08:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:08:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:09:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:09:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:09:16 | syncing options from database 
[SYS] 2025/11/17 - 15:09:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:09:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:09:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:09:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:09:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:09:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:10:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:10:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:10:16 | syncing options from database 
[SYS] 2025/11/17 - 15:10:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:10:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:10:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:10:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:10:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:10:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:11:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:11:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:11:16 | syncing options from database 
[SYS] 2025/11/17 - 15:11:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:11:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:11:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:11:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:11:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:11:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:12:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:12:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:12:16 | syncing options from database 
[SYS] 2025/11/17 - 15:12:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:12:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:12:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:12:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:12:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:12:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:13:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:13:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:13:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:13:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:13:16 | syncing options from database 
[SYS] 2025/11/17 - 15:13:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:13:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:13:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:13:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:13:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:13:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:14:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:14:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:14:16 | syncing options from database 
[SYS] 2025/11/17 - 15:14:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:14:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:14:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:14:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:14:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:14:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:15:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:15:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:15:16 | syncing options from database 
[SYS] 2025/11/17 - 15:15:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:15:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:15:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:15:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:15:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:15:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:16:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:16:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:16:16 | syncing options from database 
[SYS] 2025/11/17 - 15:16:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:16:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:16:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:16:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:16:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:16:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:17:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:17:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:17:16 | syncing options from database 
[SYS] 2025/11/17 - 15:17:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:17:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:17:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:17:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:17:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:17:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:18:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:18:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:18:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:18:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:18:16 | syncing options from database 
[SYS] 2025/11/17 - 15:18:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:18:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:18:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:18:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:18:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:18:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:19:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:19:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:19:16 | syncing options from database 
[SYS] 2025/11/17 - 15:19:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:19:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:19:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:19:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:19:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:19:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:20:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:20:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:20:16 | syncing options from database 
[SYS] 2025/11/17 - 15:20:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:20:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:20:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:20:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:20:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:20:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:21:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:21:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:21:16 | syncing options from database 
[SYS] 2025/11/17 - 15:21:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:21:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:21:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:21:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:21:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:21:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:22:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:22:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:22:16 | syncing options from database 
[SYS] 2025/11/17 - 15:22:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:22:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:22:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:22:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:22:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:22:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:23:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:23:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:23:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:23:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:23:16 | syncing options from database 
[SYS] 2025/11/17 - 15:23:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:23:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:23:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:23:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:23:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:23:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:24:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:24:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:24:16 | syncing options from database 
[SYS] 2025/11/17 - 15:24:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:24:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:24:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:24:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:24:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:24:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:25:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:25:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:25:16 | syncing options from database 
[SYS] 2025/11/17 - 15:25:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:25:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:25:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:25:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:25:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:25:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:26:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:26:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:26:16 | syncing options from database 
[SYS] 2025/11/17 - 15:26:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:26:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:26:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:26:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:26:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:26:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:27:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:27:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:27:16 | syncing options from database 
[SYS] 2025/11/17 - 15:27:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:27:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:27:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:27:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:27:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:27:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:28:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:28:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:28:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 15:28:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 15:28:16 | syncing options from database 
[SYS] 2025/11/17 - 15:28:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:28:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:28:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:28:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:28:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:28:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:29:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:29:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:29:16 | syncing options from database 
[SYS] 2025/11/17 - 15:29:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:29:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:29:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:29:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:29:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:29:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:30:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:30:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:30:16 | syncing options from database 
[SYS] 2025/11/17 - 15:30:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:30:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:30:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:30:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:30:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:30:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:31:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:31:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:31:16 | syncing options from database 
[SYS] 2025/11/17 - 15:31:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:31:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:31:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:31:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:31:48 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:31:48 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:32:03 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:32:03 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:32:16 | syncing options from database 
[SYS] 2025/11/17 - 15:32:18 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:32:18 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:32:33 | 任务进度轮询开始 
[SYS] 2025/11/17 - 15:32:33 | 任务进度轮询完成 
[SYS] 2025/11/17 - 15:32:48 | 任务进度轮询开始 
